step,Walked_distance,Compass_X,Compass_Y,Gyro_X,Gyro_Y,Compass_LSTM_X,Compass_LSTM_Y,Gyro_LSTM_X,Gyro_LSTM_Y,Fusion_X,Fusion_Y,GT_X,GT_Y,Gyro_Error_X,Gyro_Error_Y,Gyro_Distance_Error,Compass_Error_X,Compass_Error_Y,Compass_Distance_Error,Gyro_LSTM_Error_X,Gyro_LSTM_Error_Y,Gyro_LSTM_Distance_Error,Compass_LSTM_Error_X,Compass_LSTM_Error_Y,Compass_LSTM_Distance_Error,Fusion_Error_X,Fusion_Error_Y,Fusion_Distance_Error
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.33,0.034775292778019135,0.3281625801522822,0.00839958811115055,0.3298930840735571,0.0,0.33,0.0,0.33,0.0,0.33,2.245352237019688,8.690167133463547,2.236952648908537,8.36027404938999,8.65437111143049,2.210576944241669,8.362004553311264,8.649264163847185,2.245352237019688,8.360167133463547,8.656442754834888,2.245352237019688,8.360167133463547,8.656442754834888,2.245352237019688,8.360167133463547,8.656442754834888
1.0,0.66,0.022278481326306596,0.6579258735970506,0.02392094199814116,0.6595278631450543,0.0,0.66,0.0,0.66,0.0,0.66,-7.496797759318724,11.472194356261753,7.5207187013168655,10.812666493116698,13.170989578452554,7.519076240645031,10.814268482664701,13.171367063740487,7.496797759318724,10.812194356261752,13.15695722580661,7.496797759318724,10.812194356261752,13.15695722580661,7.496797759318724,10.812194356261752,13.15695722580661
1.5,0.99,0.010705813623705712,0.9877228920223924,0.045388740732896844,0.9888288403945669,0.0,0.99,0.0,0.99,0.0,0.99,-2.7988005611114204,28.234244519029744,2.844189301844317,27.245415678635176,27.39346798575064,2.8095063747351263,27.24652162700735,27.390988789027983,2.7988005611114204,27.244244519029746,27.387627571470297,2.7988005611114204,27.244244519029746,27.387627571470297,2.7988005611114204,27.244244519029746,27.387627571470297
2.0,1.32,-0.03196596273426157,1.314952352038534,0.07173204678734753,1.3177756905483897,0.0,1.32,0.0,1.32,0.0,1.32,-5.597086388501339,29.67681857047137,5.668818435288686,28.359042879922978,28.92007634010635,5.565120425767077,28.361866218432834,28.902699194808285,5.597086388501339,28.35681857047137,28.90391903322068,5.597086388501339,28.35681857047137,28.90391903322068,5.597086388501339,28.35681857047137,28.90391903322068
2.5,1.6500000000000001,-0.12146924540984712,1.6325828958945905,0.10198498797525361,1.6463860366263565,0.0,1.6500000000000001,0.0,1.6500000000000001,0.0,1.6500000000000001,-4.319051508675329,39.29435267299414,4.421036496650583,37.647966636367784,37.906661097461196,4.197582263265482,37.66176977709954,37.89496799840487,4.319051508675329,37.64435267299414,37.89131159122565,4.319051508675329,37.64435267299414,37.89131159122565,4.319051508675329,37.64435267299414,37.89131159122565
3.0,1.98,-0.21293327665474499,1.9496543878146815,0.13528672217802898,1.9747014253900996,0.0,1.9800000000000002,0.0,1.9800000000000002,0.0,1.9800000000000002,-23.14694887364749,46.12930609192699,23.28223559582552,44.15460466653689,49.9168469316491,22.934015596992744,44.17965170411231,49.777612398544996,23.14694887364749,44.149306091926995,49.84919729100874,23.14694887364749,44.149306091926995,49.84919729100874,23.14694887364749,44.149306091926995,49.84919729100874
3.5,2.31,-0.332046721666317,2.257407514878364,0.17088103041229222,2.3027761809281087,0.0,2.31,0.0,2.31,0.0,2.31,-16.169066079426557,72.71493451099377,16.33994710983885,70.41215833006567,72.28323396369706,15.83701935776024,70.4575269961154,72.2154712824503,16.169066079426557,70.40493451099377,72.23775675765536,16.169066079426557,70.40493451099377,72.23775675765536,16.169066079426557,70.40493451099377,72.23775675765536
4.0,2.64,-0.4966616022379309,2.543417901218429,0.20811577276348275,2.6306688065878516,0.0,2.64,0.0,2.64,0.0,2.64,,,,,,,,,,,,,,,,,
4.5,2.97,-0.6730504526772366,2.8223210626216306,0.24644235443311063,2.958435603468685,0.0,2.97,0.0,2.97,0.0,2.97,,,,,,,,,,,,,,,,,
5.0,3.3000000000000003,-0.8027711833621559,3.1257556223385006,0.28541528284173295,3.286126175275773,0.0,3.3000000000000003,0.0,3.3000000000000003,0.0,3.3000000000000003,,,,,,,,,,,,,,,,,
5.5,3.6300000000000003,-0.9510248416178194,3.4205790488395387,0.326467615972821,3.613562743093868,0.0,3.6300000000000003,0.0,3.6300000000000003,0.0,3.6300000000000003,,,,,,,,,,,,,,,,,
6.0,3.96,-1.1192578072148627,3.7044763353472194,0.3663784081262044,3.9411404112424915,0.0,3.9600000000000004,0.0,3.9600000000000004,0.0,3.9600000000000004,,,,,,,,,,,,,,,,,
6.5,4.29,-1.2849376951538867,3.9898711053282274,0.40575545929032186,4.268782667127807,0.0,4.29,0.0,4.29,0.0,4.29,,,,,,,,,,,,,,,,,
7.0,4.62,-1.4432938762212948,4.279393677708597,0.44632189664698174,4.5962797879704,0.0,4.62,0.0,4.62,0.0,4.62,,,,,,,,,,,,,,,,,
7.5,4.95,-1.6214186398670594,4.557191389319295,0.4880895297052851,4.9236258813161236,0.0,4.95,0.0,4.95,0.0,4.95,,,,,,,,,,,,,,,,,
8.0,5.28,-1.7988044480070862,4.835461536964545,0.5293798219690715,5.251032527193649,0.0,5.28,0.0,5.28,0.0,5.28,,,,,,,,,,,,,,,,,
8.5,5.61,-2.0269952688143897,5.0738497692649025,0.5680272509441289,5.5787616474036446,0.0,5.61,0.0,5.61,0.0,5.61,,,,,,,,,,,,,,,,,
9.0,5.94,-2.2418465154667846,5.324327197014215,0.6065062696270724,5.906510583513585,0.0,5.94,0.0,5.94,0.0,5.94,,,,,,,,,,,,,,,,,
9.5,6.2700000000000005,-2.444150439681893,5.585043752390293,0.6438193136050937,6.234394307948169,0.0,6.2700000000000005,0.0,6.2700000000000005,0.0,6.2700000000000005,,,,,,,,,,,,,,,,,
10.0,6.6000000000000005,-2.651992365189575,5.841367247219111,0.6772680466087234,6.562694753059734,0.0,6.6000000000000005,0.0,6.6000000000000005,0.0,6.6000000000000005,,,,,,,,,,,,,,,,,
10.5,6.930000000000001,-2.876271800116342,6.083439003252172,0.7056010942605285,6.8914761978080055,0.0,6.930000000000001,0.0,6.930000000000001,0.0,6.930000000000001,,,,,,,,,,,,,,,,,
11.0,7.260000000000001,-3.098670684778647,6.327239610513439,0.7296304846420741,7.22060016897676,0.0,7.260000000000001,0.0,7.260000000000001,0.0,7.260000000000001,,,,,,,,,,,,,,,,,
11.5,7.590000000000001,-3.339412958230893,6.552945520433946,0.7714592120268798,7.547938461214878,0.0,7.590000000000001,0.0,7.590000000000001,0.0,7.590000000000001,,,,,,,,,,,,,,,,,
12.0,7.92,-3.569457208699061,6.789545695468832,0.8209844652224207,7.874201007787294,0.0,7.920000000000001,0.0,7.920000000000001,0.0,7.920000000000001,,,,,,,,,,,,,,,,,
12.5,8.25,-3.80621564031194,7.019427067180874,0.8683248683028101,8.200787728638259,0.0,8.25,0.0,8.25,0.0,8.25,,,,,,,,,,,,,,,,,
13.0,8.58,-4.002971236216911,7.284355803787682,0.9014997669610294,8.529115957852587,0.0,8.58,0.0,8.58,0.0,8.58,,,,,,,,,,,,,,,,,
13.5,8.91,-4.204721107707248,7.545501336687697,0.90997929308947,8.859006996889171,0.0,8.91,0.0,8.91,0.0,8.91,,,,,,,,,,,,,,,,,
14.0,9.24,-4.409430157560675,7.804333724359926,0.8855504276358592,9.188101558577221,0.0,9.24,0.0,9.24,0.0,9.24,,,,,,,,,,,,,,,,,
14.5,9.57,-4.631843339054894,8.04812128905021,0.8204821553367645,9.511622995177659,0.0,9.57,0.0,9.57,0.0,9.57,,,,,,,,,,,,,,,,,
15.0,9.9,-4.825817318266976,8.315093376333937,0.7105617498018211,9.822778108339943,0.0,9.9,0.0,9.9,0.0,9.9,,,,,,,,,,,,,,,,,
15.5,10.23,-5.03234861597101,8.572474073101755,0.5541042231587653,10.113331102399094,0.0,10.23,0.0,10.23,0.0,10.23,,,,,,,,,,,,,,,,,
16.0,10.56,-5.218229081486075,8.845143199590074,0.35409002506664267,10.37580837867566,0.0,10.56,0.0,10.56,0.0,10.56,,,,,,,,,,,,,,,,,
16.5,10.89,-5.537695525413651,8.927854693375817,0.11466297562542555,10.602908990730919,0.0,10.89,0.0,10.89,0.0,10.89,,,,,,,,,,,,,,,,,
17.0,11.22,-5.858668427834536,9.004512347341437,-0.15775349626913843,10.789159536610704,0.0,11.22,0.0,11.22,0.0,11.22,,,,,,,,,,,,,,,,,
17.5,11.55,-6.179734146680723,9.080780323463667,-0.45502652779694963,10.932438093018371,0.0,11.55,0.0,11.55,0.0,11.55,,,,,,,,,,,,,,,,,
18.0,11.88,-6.501393970212544,9.154502490587793,-0.7690628709758458,11.033834222938731,0.0,11.88,0.0,11.88,0.0,11.88,,,,,,,,,,,,,,,,,
18.5,12.21,-6.8228542728527,9.229089847602905,-1.0933945073085884,11.094735698074606,0.0,12.21,0.0,12.21,0.0,12.21,,,,,,,,,,,,,,,,,
19.0,12.540000000000001,-7.1402724179940025,9.319343496476815,-1.422229663143371,11.122438410705579,0.0,12.540000000000001,0.0,12.540000000000001,0.0,12.540000000000001,,,,,,,,,,,,,,,,,
19.5,12.870000000000001,-7.445573919374578,9.444607191355924,-1.7522187171129506,11.125126209109837,0.0,12.870000000000001,0.0,12.870000000000001,0.0,12.870000000000001,,,,,,,,,,,,,,,,,
20.0,13.200000000000001,-7.732069667530083,9.60837588888026,-2.0820288925430956,11.113934775656658,0.0,13.200000000000001,0.0,13.200000000000001,0.0,13.200000000000001,,,,,,,,,,,,,,,,,
20.5,13.530000000000001,-8.013098352910749,9.781358194314125,-2.4117178439364864,11.099610135028477,0.0,13.530000000000001,0.0,13.530000000000001,0.0,13.530000000000001,,,,,,,,,,,,,,,,,
21.0,13.860000000000001,-8.306744427511603,9.931930379233881,-2.7416910551302864,11.095405388371198,0.0,13.860000000000001,0.0,13.860000000000001,0.0,13.860000000000001,,,,,,,,,,,,,,,,,
21.5,14.190000000000001,-8.582140754682579,10.113745843319686,-3.071020978407728,11.116424466230951,0.0,14.190000000000001,0.0,14.190000000000001,0.0,14.190000000000001,,,,,,,,,,,,,,,,,
22.0,14.520000000000001,-8.867305855829281,10.279820721275357,-3.399901806235634,11.1435795962662,0.0,14.520000000000001,0.0,14.520000000000001,0.0,14.520000000000001,,,,,,,,,,,,,,,,,
22.5,14.850000000000001,-9.152320550234808,10.446153592268807,-3.728528351956982,11.173656056284871,0.0,14.850000000000001,0.0,14.850000000000001,0.0,14.850000000000001,,,,,,,,,,,,,,,,,
23.0,15.180000000000001,-9.456754496697606,10.573511247088163,-4.057285431884201,11.202270430255455,0.0,15.180000000000001,0.0,15.180000000000001,0.0,15.180000000000001,,,,,,,,,,,,,,,,,
23.5,15.510000000000002,-9.762892660218766,10.696716055581545,-4.386113916615302,11.230052216185237,0.0,15.510000000000002,0.0,15.510000000000002,0.0,15.510000000000002,,,,,,,,,,,,,,,,,
24.0,15.84,-10.0680334393504,10.82237076067029,-4.715039393442055,11.256661062351377,0.0,15.840000000000002,0.0,15.840000000000002,0.0,15.840000000000002,,,,,,,,,,,,,,,,,
24.5,16.17,-10.370244722812584,10.954916376018888,-5.0443372517037535,11.27817665075278,0.0,16.17,0.0,16.17,0.0,16.17,,,,,,,,,,,,,,,,,
25.0,16.5,-10.688267755921899,11.04301490274863,-5.374016849401642,11.292714974650625,0.0,16.5,0.0,16.5,0.0,16.5,,,,,,,,,,,,,,,,,
25.5,16.830000000000002,-10.990898912498748,11.174599031992845,-5.703852845954082,11.303117636726187,0.0,16.83,0.0,16.83,0.0,16.83,,,,,,,,,,,,,,,,,
26.0,17.16,-11.290929179634183,11.312010235330268,-6.033746092611246,11.311510836949925,0.0,17.159999999999997,0.0,17.159999999999997,0.0,17.159999999999997,,,,,,,,,,,,,,,,,
26.5,17.490000000000002,-11.577758951041936,11.475193206973072,-6.363725141130434,11.315229376766977,0.0,17.489999999999995,0.0,17.489999999999995,0.0,17.489999999999995,,,,,,,,,,,,,,,,,
27.0,17.82,-11.86665147212198,11.634695906837422,-6.693720286131662,11.313439327712157,0.0,17.819999999999993,0.0,17.819999999999993,0.0,17.819999999999993,,,,,,,,,,,,,,,,,
27.5,18.150000000000002,-12.135637639023592,11.825867144254502,-7.023685911691649,11.308676350827213,0.0,18.14999999999999,0.0,18.14999999999999,0.0,18.14999999999999,,,,,,,,,,,,,,,,,
28.0,18.48,-12.404838311038393,12.016736204572773,-7.353626867066109,11.30243407827722,0.0,18.47999999999999,0.0,18.47999999999999,0.0,18.47999999999999,,,,,,,,,,,,,,,,,
28.5,18.810000000000002,-12.683277928512258,12.193855879993116,-7.683501368065056,11.293333880988405,0.0,18.809999999999988,0.0,18.809999999999988,0.0,18.809999999999988,,,,,,,,,,,,,,,,,
29.0,19.14,-12.97421759859015,12.349593185655463,-8.011197035404988,11.254403820538455,0.0,19.139999999999986,0.0,19.139999999999986,0.0,19.139999999999986,,,,,,,,,,,,,,,,,
29.5,19.470000000000002,-13.247222704545978,12.534979841383556,-8.33722866512665,11.20338052761221,0.0,19.469999999999985,0.0,19.469999999999985,0.0,19.469999999999985,,,,,,,,,,,,,,,,,
30.0,19.8,-13.525605520133613,12.712188780169107,-8.663604509353442,11.154607499151298,-0.04972683528750398,19.14376811643817,-0.3263654597873742,19.421157532230882,-0.2801309489073956,19.295567630686712,,,,,,,,,,,,,,,,,
30.5,20.130000000000003,-13.820337810493156,12.86062353694601,-8.991836272962109,11.120491383335677,-0.08472978388058727,18.815629740764447,-0.6517481611362294,19.366147554382117,-0.5815966602829086,19.161334904182123,,,,,,,,,,,,,,,,,
31.0,20.46,-14.13203998551909,12.968982911640136,-9.321775894760634,11.114179017103758,-0.12483082426131895,18.488075307791263,-0.9756700973219912,19.303103290109565,-0.8809191276303665,19.022388653635264,,,,,,,,,,,,,,,,,
31.5,20.790000000000003,-14.439645502296457,13.088477037220134,-9.65013732340733,11.147023684511122,-0.1702169994826418,18.161211276275438,-1.3007650314174442,19.246417455675616,-1.1873223812527036,18.899844595559625,,,,,,,,,,,,,,,,,
32.0,21.12,-14.756689650576432,13.180035805459042,-9.970183567493105,11.227462491355759,-0.22375433009844645,17.83558303083206,-1.6288739184118255,19.211139158164137,-1.500108587577907,18.794655294142192,,,,,,,,,,,,,,,,,
32.5,21.45,-15.078494678629594,13.253121535391106,-10.27387668619877,11.356576741734354,-0.2851781758442645,17.511349918436373,-1.9586435657929218,19.19881115483239,-1.8180366898555835,18.70621479560156,,,,,,,,,,,,,,,,,
33.0,21.78,-15.396584138065796,13.340979920281706,-10.550475688953767,11.536557273111892,-0.35170256415648266,17.188124755802512,-2.2884651674897127,19.209660627361657,-2.140054629718501,18.634072946398465,,,,,,,,,,,,,,,,,
33.5,22.11,-15.70394460411466,13.46110295683267,-10.788619101461437,11.765003579887034,-0.4194347047210273,16.86515051977966,-2.617774296494333,19.231003016033466,-2.464431465748718,18.5734126773006,,,,,,,,,,,,,,,,,
34.0,22.44,-15.776705491366368,13.782981588130781,-10.980065241158263,12.03379415932609,-0.4863817752284332,16.542012639378,-2.9445951633150136,19.276698978771755,-2.7907234576655817,18.52408179436784,,,,,,,,,,,,,,,,,
34.5,22.77,-15.852915020114972,14.1040611853149,-11.12263813861183,12.331406270826438,-0.5433737243543199,16.2169712301163,-3.2685825716144237,19.3394059103139,-3.1207226475904633,18.524812991278427,,,,,,,,,,,,,,,,,
35.0,23.1,-15.873980198629338,14.433388163034852,-11.214517255231566,12.648357730720814,-0.5911178161910917,15.890443280784728,-3.5911335901144166,19.40912563825813,-3.44996872057577,18.54710701343133,,,,,,,,,,,,,,,,,
35.5,23.43,-15.937176976853447,14.757280378474022,-11.254607405434008,12.97591349674661,-0.6256265431082575,15.562252562197873,-3.9137356937226913,19.47860860557758,-3.7787483965174706,18.575460579127203,,,,,,,,,,,,,,,,,
36.0,23.76,-15.905158441896319,15.08572339243413,-11.249455126803165,13.305873273120808,-0.6452183154493086,15.232834647602239,-4.237995455689319,19.539891611128432,-4.1056934756501935,18.620259186593255,,,,,,,,,,,,,,,,,
36.5,24.09,-15.919776555985585,15.41539946184238,-11.209692546889844,13.63346896484864,-0.6399366935730145,14.902876916263274,-4.564025723986936,19.590923602602246,-4.425197946370987,18.702823665574385,,,,,,,,,,,,,,,,,
37.0,24.42,-15.94727476612161,15.744251781948709,-11.143544358752132,13.956771326742423,-0.6289509870876342,14.573059824145512,-4.891448817407626,19.63208326604628,-4.736927290844569,18.81110485412563,,,,,,,,,,,,,,,,,
37.5,24.75,-15.99765632826692,16.070383194412763,-11.0589407370025,14.275741900913216,-0.6213364869567707,14.243147685254325,-5.220216290822477,19.660577974755356,-5.037547887896389,18.94721971969221,,,,,,,,,,,,,,,,,
38.0,25.080000000000002,-16.0521235719616,16.395857186252822,-10.969745531372281,14.59345909480203,-0.6199237508927766,13.913150709242705,-5.548876172769554,19.690287939389016,-5.32921646609069,19.101587593597745,,,,,,,,,,,,,,,,,
38.5,25.41,-16.196311681652972,16.69269011741719,-10.891583316799675,14.914068932787558,-0.6265533855394715,13.58321730998696,-5.8774061109859845,19.721401918490194,-5.623583508356927,19.250745377261314,,,,,,,,,,,,,,,,,
39.0,25.740000000000002,-16.385626581222855,16.962986008619488,-10.839181627875515,15.239881859170007,-0.6433219585858605,13.253643623297643,-6.206221495321546,19.749338328858336,-5.932327579430339,19.36726618474657,,,,,,,,,,,,,,,,,
39.5,26.07,-16.53803121051812,17.25568522107038,-10.784502027307083,15.565320242403573,-0.6717425065757123,12.924869730702813,-6.534706449539745,19.780923687052724,-6.2533728915868645,19.443620015968843,,,,,,,,,,,,,,,,,
40.0,26.400000000000002,-16.656340219236785,17.563748491286105,-10.730716635113163,15.890907606388335,-0.7104754747896845,12.597150709019092,-6.862451853282517,19.819432781114873,-6.579873245859685,19.491552454460148,,,,,,,,,,,,,,,,,
40.5,26.73,-16.819401126809556,17.85064767291886,-10.67846276052619,16.216744271898293,-0.7561495909728374,12.27032678836626,-7.187558676143771,19.87605039082299,-6.909355401948187,19.510032411691473,,,,,,,,,,,,,,,,,
41.0,27.060000000000002,-16.97675751679155,18.140714848814092,-10.626811197855544,16.542676958313265,-0.8026901876545948,11.943625131100022,-7.508892999570313,19.951178631771427,-7.239126838440659,19.497752359831157,,,,,,,,,,,,,,,,,
41.5,27.39,-17.12238653900086,18.43684351660963,-10.5740738722308,16.868435725633425,-0.8446146393329969,11.616299085158877,-7.825175069187201,20.045336225404963,-7.566088764247078,19.45307687356679,,,,,,,,,,,,,,,,,
42.0,27.720000000000002,-17.29354970748943,18.71898385359276,-10.519349121118552,17.193866519529305,-0.8794005071609048,11.288137625813848,-8.134280892559623,20.160893959708023,-7.888663604541586,19.383467445979914,,,,,,,,,,,,,,,,,
42.5,28.05,-17.452997949563176,19.007906435090973,-10.463860778496974,17.51916798560825,-0.9021135507489506,10.95892019363419,-8.439539329893918,20.286262561982372,-8.206884265684051,19.296085463729266,,,,,,,,,,,,,,,,,
43.0,28.380000000000003,-17.568995811176066,19.316847361646904,-10.405906152031264,17.84403913125098,-0.9088031102929257,10.628988003944995,-8.74679622686754,20.406650265931493,-8.517710052860043,19.185237234034673,,,,,,,,,,,,,,,,,
43.5,28.71,-17.692294225351482,19.622947837082386,-10.34655565561977,18.168658167315886,-0.8957938031618121,10.299244531033144,-9.061504844873784,20.50594017353846,-8.82253538257975,19.05881920382825,,,,,,,,,,,,,,,,,
44.0,29.040000000000003,-17.756495516035322,19.946642437399614,-10.290372595948389,18.49384036825247,-0.8621465455008349,9.970964373162012,-9.386538297764519,20.562977481521276,-9.122701341039951,18.921704662726043,,,,,,,,,,,,,,,,,
44.5,29.37,-17.91393396490669,20.236665082751625,-10.240390598616953,18.82003325588609,-0.8103483596107038,9.645054956393347,-9.716538207062436,20.563222151434527,-9.419407165816354,18.777255178324907,,,,,,,,,,,,,,,,,
45.0,29.700000000000003,-18.052306512904046,20.53625319660249,-10.196326051715634,19.1470780780533,-0.7368542239853035,9.323342954707561,-10.033998107321624,20.473115482827666,-9.702987508371276,18.608488507099715,,,,,,,,,,,,,,,,,
45.5,30.03,-18.20327708609516,20.829694649076995,-10.158115947598446,19.47485847396397,-0.6392620209909158,9.00810374091159,-10.29997113029139,20.2777738563055,-9.967668777763775,18.41140013698931,,,,,,,,,,,,,,,,,
46.0,30.360000000000003,-18.370289738015007,21.114311539121665,-10.127073275818438,19.803395157652044,-0.5182976459688847,8.701073416716195,-10.418301880426498,19.969718936571272,-10.187372679847357,18.16516814189272,,,,,,,,,,,,,,,,,
46.5,30.69,-18.508857709056787,21.413809314407835,-10.10213776466421,20.132451718570493,-0.3636256766898407,8.40956598641751,-10.299444032880732,19.661867004505243,-10.323942530949893,17.864753968176114,,,,,,,,,,,,,,,,,
47.0,31.020000000000003,-18.650061780813626,21.712073308411956,-10.079807854650094,20.461695359539853,-0.17454765525336177,8.139104340689938,-9.998418202223007,19.52665069899135,-10.27601843989543,17.53825238855267,,,,,,,,,,,,,,,,,
47.5,31.35,-18.741223506659395,22.0292318487996,-10.05806098702594,20.790978024963554,0.043826273714584474,7.891692079176685,-9.679811796756608,19.61261556620919,-10.003717461046483,17.351833030872452,,,,,,,,,,,,,,,,,
48.0,31.68,-18.815673959722204,22.350723886086286,-10.037685812341314,21.120348412607267,0.2879753100808279,7.66967575535919,-9.433998628543588,19.83278796759746,-9.676901329942686,17.397562851015827,,,,,,,,,,,,,,,,,
48.5,32.01,-18.92766689555855,22.661139063425853,-10.018061559313127,21.449764393842372,0.5510054634203543,7.470389181716646,-9.24005491438225,20.099782041946135,-9.429143928562809,17.615545121078075,,,,,,,,,,,,,,,,,
49.0,32.34,-19.04497289815276,22.969585658082636,-9.996562681831339,21.779063343532503,0.8330542062978306,7.299075123212286,-9.087178991097518,20.392235375112026,-9.25232438085339,17.89417542730451,,,,,,,,,,,,,,,,,
49.5,32.67,-19.180805916261267,23.270333710763836,-9.97342672784945,22.10825132574532,1.1249321387190276,7.145103461645856,-8.965771605306873,20.699090791677357,-9.137406560002391,18.203519724893553,,,,,,,,,,,,,,,,,
50.0,33.0,-19.222704673351597,23.597663046684534,-9.950410037869988,22.437447668347104,1.4231978970023271,7.003903116619052,-8.872485274061578,21.01563093194837,-9.055598632199827,18.52321874420492,,,,,,,,,,,,,,,,,
50.5,33.33,-19.259456223375796,23.925610182014026,-9.924196878196554,22.766404915204404,1.7248263984600252,6.870036589404878,-8.811794559291297,21.340002072990035,-8.988119353664805,18.846245905552685,,,,,,,,,,,,,,,,,
51.0,33.660000000000004,-19.343058174903092,24.244844756740555,-9.890433895961484,23.094673191208337,2.027143236858626,6.737731906114096,-8.785809536922068,21.6689774195017,-8.932474784267924,19.171520684618994,,,,,,,,,,,,,,,,,
51.5,33.99,-19.38356447675262,24.572349320846882,-9.847736896980468,23.42189936112452,2.3282957453195525,6.602797971732519,-8.793876737236065,21.998878799127635,-8.891113488614277,19.498918368211672,,,,,,,,,,,,,,,,,
52.0,34.32,-19.48174613558088,24.88740544579882,-9.797480167236875,23.748050033537563,2.6275707195447082,6.463749455729894,-8.82990742551711,22.326905916149983,-8.86056463307222,19.827501337072004,,,,,,,,,,,,,,,,,
52.5,34.65,-19.550366570854308,25.210192118173758,-9.740671387038805,24.07312350599019,2.925529001297359,6.321901430241318,-8.89060808536194,22.651275196283603,-8.82509362902373,20.155589446993396,,,,,,,,,,,,,,,,,
53.0,34.980000000000004,-19.61166236079951,25.53444946371121,-9.676224304872346,24.39676925924555,3.2235822993373167,6.18025316329991,-8.971703446569895,22.971155708960683,-8.765289971053605,20.480125304015996,,,,,,,,,,,,,,,,,
