step,Walked_distance,Compass_X,Compass_Y,Gyro_X,Gyro_Y,Compass_LSTM_X,Compass_LSTM_Y,Gyro_LSTM_X,Gyro_LSTM_Y,GT_X,GT_Y,Gyro_Error_X,Gyro_Error_Y,Gyro_Distance_Error,Compass_Error_X,Compass_Error_Y,Compass_Distance_Error,Gyro_LSTM_Error_X,Gyro_LSTM_Error_Y,Gyro_LSTM_Distance_Error,Compass_LSTM_Error_X,Compass_LSTM_Error_Y,Compass_LSTM_Distance_Error
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.33,0.034775292778019135,0.3281625801522822,0.00839958811115055,0.3298930840735571,0.0,0.33,0.0,0.33,2.245352237019688,8.690167133463547,2.236952648908537,8.36027404938999,8.65437111143049,2.210576944241669,8.362004553311264,8.649264163847185,2.245352237019688,8.360167133463547,8.656442754834888,2.245352237019688,8.360167133463547,8.656442754834888
1.0,0.66,0.022278481326306596,0.6579258735970506,0.02392094199814116,0.6595278631450543,0.0,0.66,0.0,0.66,-7.496797759318724,11.472194356261753,7.5207187013168655,10.812666493116698,13.170989578452554,7.519076240645031,10.814268482664701,13.171367063740487,7.496797759318724,10.812194356261752,13.15695722580661,7.496797759318724,10.812194356261752,13.15695722580661
1.5,0.99,0.010705813623705712,0.9877228920223924,0.045388740732896844,0.9888288403945669,0.0,0.99,0.0,0.99,-2.7988005611114204,28.234244519029744,2.844189301844317,27.245415678635176,27.39346798575064,2.8095063747351263,27.24652162700735,27.390988789027983,2.7988005611114204,27.244244519029746,27.387627571470297,2.7988005611114204,27.244244519029746,27.387627571470297
2.0,1.32,-0.03196596273426157,1.314952352038534,0.07173204678734753,1.3177756905483897,0.0,1.32,0.0,1.32,-5.597086388501339,29.67681857047137,5.668818435288686,28.359042879922978,28.92007634010635,5.565120425767077,28.361866218432834,28.902699194808285,5.597086388501339,28.35681857047137,28.90391903322068,5.597086388501339,28.35681857047137,28.90391903322068
2.5,1.6500000000000001,-0.12146924540984712,1.6325828958945905,0.10198498797525361,1.6463860366263565,0.0,1.6500000000000001,0.0,1.6500000000000001,-4.319051508675329,39.29435267299414,4.421036496650583,37.647966636367784,37.906661097461196,4.197582263265482,37.66176977709954,37.89496799840487,4.319051508675329,37.64435267299414,37.89131159122565,4.319051508675329,37.64435267299414,37.89131159122565
3.0,1.98,-0.21293327665474499,1.9496543878146815,0.13528672217802898,1.9747014253900996,0.0,1.9800000000000002,0.0,1.9800000000000002,-23.14694887364749,46.12930609192699,23.28223559582552,44.15460466653689,49.9168469316491,22.934015596992744,44.17965170411231,49.777612398544996,23.14694887364749,44.149306091926995,49.84919729100874,23.14694887364749,44.149306091926995,49.84919729100874
3.5,2.31,-0.332046721666317,2.257407514878364,0.17088103041229222,2.3027761809281087,0.0,2.31,0.0,2.31,-16.169066079426557,72.71493451099377,16.33994710983885,70.41215833006567,72.28323396369706,15.83701935776024,70.4575269961154,72.2154712824503,16.169066079426557,70.40493451099377,72.23775675765536,16.169066079426557,70.40493451099377,72.23775675765536
4.0,2.64,-0.4966616022379309,2.543417901218429,0.20811577276348275,2.6306688065878516,0.0,2.64,0.0,2.64,,,,,,,,,,,,,,
4.5,2.97,-0.6730504526772366,2.8223210626216306,0.24644235443311063,2.958435603468685,0.0,2.97,0.0,2.97,,,,,,,,,,,,,,
5.0,3.3000000000000003,-0.8027711833621559,3.1257556223385006,0.28541528284173295,3.286126175275773,0.0,3.3000000000000003,0.0,3.3000000000000003,,,,,,,,,,,,,,
5.5,3.6300000000000003,-0.9510248416178194,3.4205790488395387,0.326467615972821,3.613562743093868,0.0,3.6300000000000003,0.0,3.6300000000000003,,,,,,,,,,,,,,
6.0,3.96,-1.1192578072148627,3.7044763353472194,0.3663784081262044,3.9411404112424915,0.0,3.9600000000000004,0.0,3.9600000000000004,,,,,,,,,,,,,,
6.5,4.29,-1.2849376951538867,3.9898711053282274,0.40575545929032186,4.268782667127807,0.0,4.29,0.0,4.29,,,,,,,,,,,,,,
7.0,4.62,-1.4432938762212948,4.279393677708597,0.44632189664698174,4.5962797879704,0.0,4.62,0.0,4.62,,,,,,,,,,,,,,
7.5,4.95,-1.6214186398670594,4.557191389319295,0.4880895297052851,4.9236258813161236,0.0,4.95,0.0,4.95,,,,,,,,,,,,,,
8.0,5.28,-1.7988044480070862,4.835461536964545,0.5293798219690715,5.251032527193649,0.0,5.28,0.0,5.28,,,,,,,,,,,,,,
8.5,5.61,-2.0269952688143897,5.0738497692649025,0.5680272509441289,5.5787616474036446,0.0,5.61,0.0,5.61,,,,,,,,,,,,,,
9.0,5.94,-2.2418465154667846,5.324327197014215,0.6065062696270724,5.906510583513585,0.0,5.94,0.0,5.94,,,,,,,,,,,,,,
9.5,6.2700000000000005,-2.444150439681893,5.585043752390293,0.6438193136050937,6.234394307948169,0.0,6.2700000000000005,0.0,6.2700000000000005,,,,,,,,,,,,,,
10.0,6.6000000000000005,-2.651992365189575,5.841367247219111,0.6772680466087234,6.562694753059734,0.21269860343191707,6.017692045115276,0.3136451201043552,6.372599895880672,,,,,,,,,,,,,,
10.5,6.930000000000001,-2.876271800116342,6.083439003252172,0.7056010942605285,6.8914761978080055,0.5133607466151188,5.881668974805553,0.6393009965354108,6.425968895739402,,,,,,,,,,,,,,
11.0,7.260000000000001,-3.098670684778647,6.327239610513439,0.7296304846420741,7.22060016897676,0.8397149853068788,5.832751586405091,0.9690814839724875,6.438003433776409,,,,,,,,,,,,,,
11.5,7.590000000000001,-3.339412958230893,6.552945520433946,0.7714592120268798,7.547938461214878,1.1696095291846995,5.841093643684002,1.2980825314490345,6.412345866484578,,,,,,,,,,,,,,
12.0,7.92,-3.569457208699061,6.789545695468832,0.8209844652224207,7.874201007787294,1.4942419597003056,5.900370832024293,1.619862956200759,6.339151889638119,,,,,,,,,,,,,,
12.5,8.25,-3.80621564031194,7.019427067180874,0.8683248683028101,8.200787728638259,1.8087026980513525,6.000443026142911,1.9328836243916423,6.234662362481887,,,,,,,,,,,,,,
13.0,8.58,-4.002971236216911,7.284355803787682,0.9014997669610294,8.529115957852587,2.1055232020897776,6.144656716139302,2.247360255999284,6.134640124091059,,,,,,,,,,,,,,
13.5,8.91,-4.204721107707248,7.545501336687697,0.90997929308947,8.859006996889171,2.3821104176861194,6.324655361047153,2.574431121607474,6.0907693038307835,,,,,,,,,,,,,,
14.0,9.24,-4.409430157560675,7.804333724359926,0.8855504276358592,9.188101558577221,2.6364348659277907,6.534938681894455,2.9004069176189553,6.142148097264271,,,,,,,,,,,,,,
14.5,9.57,-4.631843339054894,8.04812128905021,0.8204821553367645,9.511622995177659,2.872344405750246,6.765691122879935,3.185994746966394,6.307494980296937,,,,,,,,,,,,,,
15.0,9.9,-4.825817318266976,8.315093376333937,0.7105617498018211,9.822778108339943,3.092247700145847,7.011745062319973,3.4234294690394247,6.536677773617253,,,,,,,,,,,,,,
15.5,10.23,-5.03234861597101,8.572474073101755,0.5541042231587653,10.113331102399094,3.2947781562639507,7.272285681695518,3.5964157941396633,6.817703984722756,,,,,,,,,,,,,,
16.0,10.56,-5.218229081486075,8.845143199590074,0.35409002506664267,10.37580837867566,3.4789924189344945,7.546083244556746,3.758867195916933,7.104948727164807,,,,,,,,,,,,,,
16.5,10.89,-5.537695525413651,8.927854693375817,0.11466297562542555,10.602908990730919,3.6407952218052544,7.833693837169685,3.9134621283286948,7.396497019686994,,,,,,,,,,,,,,
17.0,11.22,-5.858668427834536,9.004512347341437,-0.15775349626913843,10.789159536610704,3.833404610505409,8.101652086500719,4.067318219800747,7.688435888488227,,,,,,,,,,,,,,
17.5,11.55,-6.179734146680723,9.080780323463667,-0.45502652779694963,10.932438093018371,4.047517350659064,8.352761095705674,4.218123204502328,7.981962474318465,,,,,,,,,,,,,,
18.0,11.88,-6.501393970212544,9.154502490587793,-0.7690628709758458,11.033834222938731,4.2699366955105065,8.596543037276117,4.369386691940964,8.275253042472134,,,,,,,,,,,,,,
18.5,12.21,-6.8228542728527,9.229089847602905,-1.0933945073085884,11.094735698074606,4.4855340719506716,8.84637852569223,4.520393956756878,8.56867561483632,,,,,,,,,,,,,,
19.0,12.540000000000001,-7.1402724179940025,9.319343496476815,-1.422229663143371,11.122438410705579,4.687398454950027,9.107435551792449,4.668799361436975,8.863422685834042,,,,,,,,,,,,,,
19.5,12.870000000000001,-7.445573919374578,9.444607191355924,-1.7522187171129506,11.125126209109837,4.882454441544505,9.373618124651108,4.809757935644222,9.161802779602812,,,,,,,,,,,,,,
20.0,13.200000000000001,-7.732069667530083,9.60837588888026,-2.0820288925430956,11.113934775656658,5.062769851981856,9.649998935777369,4.962314234657033,9.454422969664117,,,,,,,,,,,,,,
20.5,13.530000000000001,-8.013098352910749,9.781358194314125,-2.4117178439364864,11.099610135028477,5.223792464513933,9.938047053725299,5.119620338514408,9.744517419264955,,,,,,,,,,,,,,
21.0,13.860000000000001,-8.306744427511603,9.931930379233881,-2.7416910551302864,11.095405388371198,5.371057208567115,10.233365686999514,5.282392681331057,10.031580416556455,,,,,,,,,,,,,,
21.5,14.190000000000001,-8.582140754682579,10.113745843319686,-3.071020978407728,11.116424466230951,5.504828208408372,10.535036566604209,5.463249806151819,10.307607046434022,,,,,,,,,,,,,,
22.0,14.520000000000001,-8.867305855829281,10.279820721275357,-3.399901806235634,11.1435795962662,5.687753204964293,10.809697167410032,5.695126028963742,10.542412108761212,,,,,,,,,,,,,,
22.5,14.850000000000001,-9.152320550234808,10.446153592268807,-3.728528351956982,11.173656056284871,5.955201248824539,11.003014377806126,5.9877639055606,10.694934478205441,,,,,,,,,,,,,,
23.0,15.180000000000001,-9.456754496697606,10.573511247088163,-4.057285431884201,11.202270430255455,6.281428051972433,11.052774531623271,6.316800427652505,10.720133032323943,,,,,,,,,,,,,,
23.5,15.510000000000002,-9.762892660218766,10.696716055581545,-4.386113916615302,11.230052216185237,6.5990075953272385,10.963090454761472,6.626420325635277,10.605959835937323,,,,,,,,,,,,,,
24.0,15.84,-10.0680334393504,10.82237076067029,-4.715039393442055,11.256661062351377,6.839956378663789,10.737605014414127,6.875470739347042,10.389456045139104,,,,,,,,,,,,,,
24.5,16.17,-10.370244722812584,10.954916376018888,-5.0443372517037535,11.27817665075278,6.946624904079666,10.425320167382443,7.0634879930992795,10.118255911858409,,,,,,,,,,,,,,
25.0,16.5,-10.688267755921899,11.04301490274863,-5.374016849401642,11.292714974650625,6.901071513374357,10.098479397900958,7.214680212284203,9.824928598336571,,,,,,,,,,,,,,
25.5,16.830000000000002,-10.990898912498748,11.174599031992845,-5.703852845954082,11.303117636726187,6.717306227286451,9.82438029241349,7.327810179997359,9.514926000919678,,,,,,,,,,,,,,
26.0,17.16,-11.290929179634183,11.312010235330268,-6.033746092611246,11.311510836949925,6.43141902549478,9.659551569638216,7.411080696955414,9.195604813076562,,,,,,,,,,,,,,
26.5,17.490000000000002,-11.577758951041936,11.475193206973072,-6.363725141130434,11.315229376766977,6.102517903823209,9.63264335224682,7.4681364424767285,8.870574596168954,,,,,,,,,,,,,,
27.0,17.82,-11.86665147212198,11.634695906837422,-6.693720286131662,11.313439327712157,5.772603576469911,9.625124269389113,7.521055623251386,8.544845321607795,,,,,,,,,,,,,,
27.5,18.150000000000002,-12.135637639023592,11.825867144254502,-7.023685911691649,11.308676350827213,5.442708298516198,9.616811292555138,7.551339197054281,8.216237797108242,,,,,,,,,,,,,,
28.0,18.48,-12.404838311038393,12.016736204572773,-7.353626867066109,11.30243407827722,5.113122467843202,9.600283128120104,7.559665791627324,7.886342862586937,,,,,,,,,,,,,,
28.5,18.810000000000002,-12.683277928512258,12.193855879993116,-7.683501368065056,11.293333880988405,4.783628149091253,9.582021312487777,7.528742814588267,7.5577948912173945,,,,,,,,,,,,,,
29.0,19.14,-12.97421759859015,12.349593185655463,-8.011197035404988,11.254403820538455,4.454495936421084,9.55810507150307,7.451715244716059,7.236910560843376,,,,,,,,,,,,,,
29.5,19.470000000000002,-13.247222704545978,12.534979841383556,-8.33722866512665,11.20338052761221,4.1245012636781615,9.559980161178611,7.333985826464427,6.928625329153416,,,,,,,,,,,,,,
30.0,19.8,-13.525605520133613,12.712188780169107,-8.663604509353442,11.154607499151298,3.796714982885353,9.598139748755235,7.178733080930858,6.637426797212939,,,,,,,,,,,,,,
30.5,20.130000000000003,-13.820337810493156,12.86062353694601,-8.991836272962109,11.120491383335677,3.478626538760884,9.686001809478137,6.989457248387631,6.367103547722503,,,,,,,,,,,,,,
31.0,20.46,-14.13203998551909,12.968982911640136,-9.321775894760634,11.114179017103758,3.172295495246472,9.808726264169822,6.773513730168865,6.117567183760651,,,,,,,,,,,,,,
31.5,20.790000000000003,-14.439645502296457,13.088477037220134,-9.65013732340733,11.147023684511122,2.8603663822623986,9.916430620966421,6.520220891946412,5.906042390638866,,,,,,,,,,,,,,
32.0,21.12,-14.756689650576432,13.180035805459042,-9.970183567493105,11.227462491355759,2.5416110870494837,10.001841754747256,6.23511777105987,5.739861132788429,,,,,,,,,,,,,,
32.5,21.45,-15.078494678629594,13.253121535391106,-10.27387668619877,11.356576741734354,2.2171649980572536,10.062130521011346,5.929862772771289,5.614484157151599,,,,,,,,,,,,,,
33.0,21.78,-15.396584138065796,13.340979920281706,-10.550475688953767,11.536557273111892,1.8880419813529081,10.086172980857024,5.611539241568741,5.5274776661136285,,,,,,,,,,,,,,
33.5,22.11,-15.70394460411466,13.46110295683267,-10.788619101461437,11.765003579887034,1.558041987900506,10.086238718324937,5.286328779018829,5.471458427917518,,,,,,,,,,,,,,
34.0,22.44,-15.776705491366368,13.782981588130781,-10.980065241158263,12.03379415932609,1.228230101960861,10.097379629101647,4.9581958232674195,5.436404707004562,,,,,,,,,,,,,,
34.5,22.77,-15.852915020114972,14.1040611853149,-11.12263813861183,12.331406270826438,0.927924006902437,10.23418697273042,4.628953435869747,5.414056321365311,,,,,,,,,,,,,,
35.0,23.1,-15.873980198629338,14.433388163034852,-11.214517255231566,12.648357730720814,0.6789344326816964,10.45076072905693,4.29910300728581,5.404121797572341,,,,,,,,,,,,,,
35.5,23.43,-15.937176976853447,14.757280378474022,-11.254607405434008,12.97591349674661,0.46792375134345526,10.704482017799462,3.96948880433637,5.420074139532237,,,,,,,,,,,,,,
36.0,23.76,-15.905158441896319,15.08572339243413,-11.249455126803165,13.305873273120808,0.271016301719127,10.969297909094609,3.64224873767008,5.462664499571124,,,,,,,,,,,,,,
36.5,24.09,-15.919776555985585,15.41539946184238,-11.209692546889844,13.63346896484864,0.06454024902789579,11.226722926653213,3.318533447640361,5.5267613871786745,,,,,,,,,,,,,,
37.0,24.42,-15.94727476612161,15.744251781948709,-11.143544358752132,13.956771326742423,-0.17652337945926352,11.452085583321537,2.9987212825630336,5.608125870023169,,,,,,,,,,,,,,
37.5,24.75,-15.99765632826692,16.070383194412763,-11.0589407370025,14.275741900913216,-0.4680397890435377,11.606740628318763,2.686160063950474,5.713981831685381,,,,,,,,,,,,,,
38.0,25.080000000000002,-16.0521235719616,16.395857186252822,-10.969745531372281,14.59345909480203,-0.7662781284434806,11.747998877323784,2.3844202937569845,5.847597366274666,,,,,,,,,,,,,,
38.5,25.41,-16.196311681652972,16.69269011741719,-10.891583316799675,14.914068932787558,-1.0797677305944706,11.851072973697287,2.0958916230189364,6.007757305592009,,,,,,,,,,,,,,
39.0,25.740000000000002,-16.385626581222855,16.962986008619488,-10.839181627875515,15.239881859170007,-1.3883867541786512,11.967924581653476,1.8201450423670618,6.189041125219684,,,,,,,,,,,,,,
39.5,26.07,-16.53803121051812,17.25568522107038,-10.784502027307083,15.565320242403573,-1.6989307437503445,12.07955983836432,1.5238291390750445,6.3342887945856186,,,,,,,,,,,,,,
40.0,26.400000000000002,-16.656340219236785,17.563748491286105,-10.730716635113163,15.890907606388335,-2.028234314220658,12.100987821832286,1.1938366522211383,6.3365155904843435,,,,,,,,,,,,,,
40.5,26.73,-16.819401126809556,17.85064767291886,-10.67846276052619,16.216744271898293,-2.341181957011796,11.99627978550522,0.9263108384674716,6.143306017803696,,,,,,,,,,,,,,
41.0,27.060000000000002,-16.97675751679155,18.140714848814092,-10.626811197855544,16.542676958313265,-2.5999914422321404,11.791541781314546,0.8055407663293688,5.83619921280622,,,,,,,,,,,,,,
41.5,27.39,-17.12238653900086,18.43684351660963,-10.5740738722308,16.868435725633425,-2.8167440468412743,11.54270788411572,0.8687911926724524,5.512317469622975,,,,,,,,,,,,,,
42.0,27.720000000000002,-17.29354970748943,18.71898385359276,-10.519349121118552,17.193866519529305,-3.075392494214319,11.33776647621699,1.09139894267197,5.268707556770168,,,,,,,,,,,,,,
42.5,28.05,-17.452997949563176,19.007906435090973,-10.463860778496974,17.51916798560825,-3.3582022402773055,11.167711639379606,1.3993578028692986,5.15012703380808,,,,,,,,,,,,,,
43.0,28.380000000000003,-17.568995811176066,19.316847361646904,-10.405906152031264,17.84403913125098,-3.653638690720609,11.020683398046652,1.7283151647440247,5.176338750051404,,,,,,,,,,,,,,
43.5,28.71,-17.692294225351482,19.622947837082386,-10.34655565561977,18.168658167315886,-3.9502407259993344,10.876020919606256,2.043398582515205,5.274432785780556,,,,,,,,,,,,,,
44.0,29.040000000000003,-17.756495516035322,19.946642437399614,-10.290372595948389,18.49384036825247,-4.2376682742372775,10.713893178260351,2.3533572143744874,5.38768315679947,,,,,,,,,,,,,,
44.5,29.37,-17.91393396490669,20.236665082751625,-10.240390598616953,18.82003325588609,-4.513567655757387,10.532841994124977,2.6748603551614716,5.462085646435938,,,,,,,,,,,,,,
45.0,29.700000000000003,-18.052306512904046,20.53625319660249,-10.196326051715634,19.1470780780533,-4.765965597055423,10.320250180480818,3.0041970015865873,5.4829991186837095,,,,,,,,,,,,,,
45.5,30.03,-18.20327708609516,20.829694649076995,-10.158115947598446,19.47485847396397,-4.987911233938365,10.076036883814512,3.3341909743431337,5.484993597149828,,,,,,,,,,,,,,
46.0,30.360000000000003,-18.370289738015007,21.114311539121665,-10.127073275818438,19.803395157652044,-5.158152819314216,9.79333951451526,3.6641730217749613,5.481551450624894,,,,,,,,,,,,,,
46.5,30.69,-18.508857709056787,21.413809314407835,-10.10213776466421,20.132451718570493,-5.172134367218744,9.46363583495103,3.993767755007351,5.465201777066385,,,,,,,,,,,,,,
47.0,31.020000000000003,-18.650061780813626,21.712073308411956,-10.079807854650094,20.461695359539853,-4.975061152541853,9.198943281113722,4.3234949415694635,5.45178602357157,,,,,,,,,,,,,,
47.5,31.35,-18.741223506659395,22.0292318487996,-10.05806098702594,20.790978024963554,-4.666028897514992,9.083188949216325,4.65264410854431,5.475467786169917,,,,,,,,,,,,,,
48.0,31.68,-18.815673959722204,22.350723886086286,-10.037685812341314,21.120348412607267,-4.337242713734035,9.054910947965263,4.977381064651754,5.534169654437225,,,,,,,,,,,,,,
48.5,32.01,-18.92766689555855,22.661139063425853,-10.018061559313127,21.449764393842372,-4.0101915677641715,9.098928534448383,5.295042398696657,5.623563596361789,,,,,,,,,,,,,,
49.0,32.34,-19.04497289815276,22.969585658082636,-9.996562681831339,21.779063343532503,-3.696266393960147,9.20066832632999,5.586180129252663,5.778930329759572,,,,,,,,,,,,,,
